siparis_id,musteri_adi,sehir,fiyat,adet,tarih,kategori
10338,AYŞE KAYA,İZMİR,3642.29,3,2024-02-12 03:00:00,Giyim
10339,Mehmet  Demir,bursa,468.24,7,2024-02-12 06:00:00,Giyim
10340, Fatma Şahin,Istanbul,,4,2024-02-12 09:00:00,Ev
10341,ahmet yılmaz,istanbul,730.17,5,2024-02-12 12:00:00,Ev
10342,AYŞE KAYA,Ankara,4796.46,2,2024-02-12 15:00:00,Elektronik
10343,Mehmet  Demir,İZMİR,4014.38,2,2024-02-12 18:00:00,N/A
10344, Fatma Şahin,bursa,2988.73,6,2024-02-12 21:00:00,N/A
10345,ahmet yılmaz,Istanbul,3923.99,2,2024-02-13 00:00:00,?
10346,AYŞE KAYA,istanbul,3985.82,9,2024-02-13 03:00:00,?
10347,Mehmet  Demir,Ankara,4732.83,8,2024-02-13 06:00:00,Ev
10348, Fatma Şahin,İZMİR,1304.25,7,2024-02-13 09:00:00,Ev
10349,ahmet yılmaz,bursa,2970.88,7,2024-02-13 12:00:00,
10350,AYŞE KAYA,Istanbul,520.49,6,2024-02-13 15:00:00,Elektronik
10351,Mehmet  Demir,istanbul,3100.02,1,2024-02-13 18:00:00,Elektronik
10352, Fatma Şahin,Ankara,897.89,4,2024-02-13 21:00:00,Giyim
10353,ahmet yılmaz,İZMİR,2846.51,5,2024-02-14 00:00:00,Ev
10354,AYŞE KAYA,bursa,2883.53,9,2024-02-14 03:00:00,Elektronik
10355,Mehmet  Demir,Istanbul,2356.63,2,2024-02-14 06:00:00,Elektronik
10356, Fatma Şahin,istanbul,2637.03,5,2024-02-14 09:00:00,N/A
10357,ahmet yılmaz,Ankara,3831.42,4,2024-02-14 12:00:00,Giyim
10358,,İZMİR,4006.26,2,2024-02-14 15:00:00,Ev
10359,Mehmet  Demir,bursa,2486.16,1,2024-02-14 18:00:00,Ev
10360, Fatma Şahin,Istanbul,,4,2024-02-14 21:00:00,
10361,ahmet yılmaz,istanbul,4659.62,1,2024-02-15 00:00:00,?
10362,AYŞE KAYA,Ankara,642.68,1,2024-02-15 03:00:00,Giyim
10363,Mehmet  Demir,İZMİR,629.66,4,2024-02-15 06:00:00,
10364, Fatma Şahin,bursa,,2,2024-02-15 09:00:00,Giyim
10365,ahmet yılmaz,Istanbul,3306.42,5,2024-02-15 12:00:00,N/A
10366,AYŞE KAYA,istanbul,2122.11,1,2024-02-15 15:00:00,Ev
10367,Mehmet  Demir,Ankara,3882.89,3,2024-02-15 18:00:00,Elektronik
10368,,İZMİR,3372.6,5,2024-02-15 21:00:00,?
10369,ahmet yılmaz,bursa,1701.51,9,2024-02-16 00:00:00,Elektronik
10370,,Istanbul,4496.91,6,2024-02-16 03:00:00,?
10371,Mehmet  Demir,istanbul,3824.53,8,2024-02-16 06:00:00,Elektronik
10372, Fatma Şahin,Ankara,1389.15,4,2024-02-16 09:00:00,Giyim
10373,ahmet yılmaz,İZMİR,1852.75,5,2024-02-16 12:00:00,?
10374,,bursa,1606.48,4,2024-02-16 15:00:00,N/A
10375,,Istanbul,830.18,8,2024-02-16 18:00:00,Ev
10376,,istanbul,781.53,9,2024-02-16 21:00:00,Elektronik
10377,ahmet yılmaz,Ankara,4683.83,9,2024-02-17 00:00:00,Giyim
10378,AYŞE KAYA,İZMİR,2217.62,7,2024-02-17 03:00:00,N/A
10379,Mehmet  Demir,bursa,1947.43,5,2024-02-17 06:00:00,?
10380, Fatma Şahin,Istanbul,3661.94,5,2024-02-17 09:00:00,Elektronik
10381,ahmet yılmaz,istanbul,2787.32,9,2024-02-17 12:00:00,Giyim
10382,AYŞE KAYA,Ankara,4683.89,3,2024-02-17 15:00:00,Giyim
10383,Mehmet  Demir,İZMİR,3912.49,4,2024-02-17 18:00:00,Elektronik
10384, Fatma Şahin,bursa,2422.88,9,2024-02-17 21:00:00,N/A
10385,ahmet yılmaz,Istanbul,1912.98,4,2024-02-18 00:00:00,?
10386,AYŞE KAYA,istanbul,4933.83,3,2024-02-18 03:00:00,Elektronik
10387,Mehmet  Demir,Ankara,3602.91,6,2024-02-18 06:00:00,?
10388, Fatma Şahin,İZMİR,4758.41,3,2024-02-18 09:00:00,Ev
10389,ahmet yılmaz,bursa,636.47,9,2024-02-18 12:00:00,Elektronik
10390,AYŞE KAYA,Istanbul,4260.14,9,2024-02-18 15:00:00,Ev
10391,Mehmet  Demir,istanbul,3203.52,3,2024-02-18 18:00:00,Elektronik
10392, Fatma Şahin,Ankara,653.51,5,2024-02-18 21:00:00,Giyim
10393,ahmet yılmaz,İZMİR,2961.88,9,2024-02-19 00:00:00,N/A
10394,AYŞE KAYA,bursa,,7,2024-02-19 03:00:00,?
10395,Mehmet  Demir,Istanbul,110.9,2,2024-02-19 06:00:00,Elektronik
10396, Fatma Şahin,istanbul,2298.87,6,2024-02-19 09:00:00,N/A
10397,ahmet yılmaz,Ankara,4135.73,6,2024-02-19 12:00:00,Ev
10398,AYŞE KAYA,İZMİR,1512.03,6,2024-02-19 15:00:00,N/A
10399,Mehmet  Demir,bursa,,1,2024-02-19 18:00:00,?
10400, Fatma Şahin,Istanbul,2239.45,3,2024-02-19 21:00:00,Giyim
10401,ahmet yılmaz,istanbul,1544.54,8,2024-02-20 00:00:00,Ev
10402,AYŞE KAYA,Ankara,4596.29,3,2024-02-20 03:00:00,Ev
10403,Mehmet  Demir,İZMİR,3917.41,3,2024-02-20 06:00:00,?
10404, Fatma Şahin,bursa,597.41,3,2024-02-20 09:00:00,Giyim
10405,ahmet yılmaz,Istanbul,4985.32,2,2024-02-20 12:00:00,Giyim
10406,AYŞE KAYA,istanbul,4402.04,2,2024-02-20 15:00:00,Giyim
10407,Mehmet  Demir,Ankara,1455.35,4,2024-02-20 18:00:00,Giyim
10408, Fatma Şahin,İZMİR,4192.64,8,2024-02-20 21:00:00,Elektronik
10409,ahmet yılmaz,bursa,576.78,1,2024-02-21 00:00:00,Elektronik
10410,AYŞE KAYA,Istanbul,4995.57,3,2024-02-21 03:00:00,N/A
10411,Mehmet  Demir,istanbul,3345.14,1,2024-02-21 06:00:00,Elektronik
10412, Fatma Şahin,Ankara,3268.12,6,2024-02-21 09:00:00,N/A
10413,ahmet yılmaz,İZMİR,497.68,3,2024-02-21 12:00:00,Elektronik
10414,AYŞE KAYA,bursa,4490.32,8,2024-02-21 15:00:00,?
10415,Mehmet  Demir,Istanbul,193.55,6,2024-02-21 18:00:00,Giyim
10416, Fatma Şahin,istanbul,1242.1,8,2024-02-21 21:00:00,Ev
10417,ahmet yılmaz,Ankara,757.96,6,2024-02-22 00:00:00,Giyim
10418,AYŞE KAYA,İZMİR,3895.0,4,2024-02-22 03:00:00,Ev
10419,Mehmet  Demir,bursa,1031.11,8,2024-02-22 06:00:00,Ev
10420, Fatma Şahin,Istanbul,4557.66,5,2024-02-22 09:00:00,Ev
10421,ahmet yılmaz,istanbul,3298.53,9,2024-02-22 12:00:00,Giyim
10422,AYŞE KAYA,Ankara,229.01,9,2024-02-22 15:00:00,Ev
10423,Mehmet  Demir,İZMİR,76.88,6,2024-02-22 18:00:00,N/A
10424, Fatma Şahin,bursa,,7,2024-02-22 21:00:00,Ev
10425,ahmet yılmaz,Istanbul,3049.33,3,2024-02-23 00:00:00,Giyim
10426,AYŞE KAYA,istanbul,4017.33,8,2024-02-23 03:00:00,Elektronik
10427,Mehmet  Demir,Ankara,1230.84,7,2024-02-23 06:00:00,Giyim
10428, Fatma Şahin,İZMİR,4254.57,9,2024-02-23 09:00:00,Elektronik
10429,ahmet yılmaz,bursa,333.3,3,2024-02-23 12:00:00,Elektronik
10430,AYŞE KAYA,Istanbul,4014.77,8,2024-02-23 15:00:00,N/A
10431,Mehmet  Demir,istanbul,4642.59,5,2024-02-23 18:00:00,Elektronik
10432, Fatma Şahin,Ankara,3871.94,2,2024-02-23 21:00:00,Ev
10433,ahmet yılmaz,İZMİR,3505.7,2,2024-02-24 00:00:00,N/A
10434,AYŞE KAYA,bursa,4198.0,6,2024-02-24 03:00:00,N/A
10435,Mehmet  Demir,Istanbul,248.75,3,2024-02-24 06:00:00,Elektronik
10436, Fatma Şahin,istanbul,1048.82,1,2024-02-24 09:00:00,Elektronik
10437,ahmet yılmaz,Ankara,668.37,4,2024-02-24 12:00:00,Giyim
10438,AYŞE KAYA,İZMİR,2547.43,6,2024-02-24 15:00:00,Ev
10439,Mehmet  Demir,bursa,3738.68,3,2024-02-24 18:00:00,N/A
10440, Fatma Şahin,Istanbul,,9,2024-02-24 21:00:00,Giyim
10441,ahmet yılmaz,istanbul,4263.1,8,2024-02-25 00:00:00,Elektronik
10442,AYŞE KAYA,Ankara,818.3,5,2024-02-25 03:00:00,Giyim
10443,Mehmet  Demir,İZMİR,3686.37,9,2024-02-25 06:00:00,N/A
10444, Fatma Şahin,bursa,1005.56,4,2024-02-25 09:00:00,Elektronik
10445,ahmet yılmaz,Istanbul,1390.26,2,2024-02-25 12:00:00,Giyim
10446,AYŞE KAYA,istanbul,3564.03,1,2024-02-25 15:00:00,Elektronik
10447,,Ankara,4902.01,9,2024-02-25 18:00:00,Elektronik
10448, Fatma Şahin,İZMİR,3077.14,9,2024-02-25 21:00:00,
10449,ahmet yılmaz,bursa,319.78,7,2024-02-26 00:00:00,Elektronik
10450,AYŞE KAYA,Istanbul,3100.73,1,2024-02-26 03:00:00,Giyim
10451,Mehmet  Demir,istanbul,259.64,3,2024-02-26 06:00:00,N/A
10452, Fatma Şahin,Ankara,4426.52,1,2024-02-26 09:00:00,?
10453,ahmet yılmaz,İZMİR,3562.41,1,2024-02-26 12:00:00,Elektronik
10454,AYŞE KAYA,bursa,906.98,3,2024-02-26 15:00:00,
10455,Mehmet  Demir,Istanbul,504.02,6,2024-02-26 18:00:00,N/A
10456, Fatma Şahin,istanbul,958.49,1,2024-02-26 21:00:00,Ev
10457,ahmet yılmaz,Ankara,4901.13,9,2024-02-27 00:00:00,Ev
10458,AYŞE KAYA,İZMİR,2319.88,5,2024-02-27 03:00:00,Ev
10459,Mehmet  Demir,bursa,3931.2,3,2024-02-27 06:00:00,?
10460, Fatma Şahin,Istanbul,3200.22,5,2024-02-27 09:00:00,Elektronik
10461,ahmet yılmaz,istanbul,,8,2024-02-27 12:00:00,N/A
10462,AYŞE KAYA,Ankara,768.39,3,2024-02-27 15:00:00,N/A
10463,Mehmet  Demir,İZMİR,4732.82,1,2024-02-27 18:00:00,Elektronik
10464, Fatma Şahin,bursa,1541.65,1,2024-02-27 21:00:00,N/A
10465,ahmet yılmaz,Istanbul,2911.19,8,2024-02-28 00:00:00,N/A
10466,AYŞE KAYA,istanbul,3513.89,2,2024-02-28 03:00:00,?
10467,Mehmet  Demir,Ankara,3263.7,6,2024-02-28 06:00:00,Giyim
10468, Fatma Şahin,İZMİR,4705.94,4,2024-02-28 09:00:00,Ev
10469,ahmet yılmaz,bursa,784.77,7,2024-02-28 12:00:00,N/A
10470,AYŞE KAYA,Istanbul,2566.35,1,2024-02-28 15:00:00,Elektronik
10471,Mehmet  Demir,istanbul,2049.97,9,2024-02-28 18:00:00,N/A
10472, Fatma Şahin,Ankara,2397.14,7,2024-02-28 21:00:00,N/A
10473,ahmet yılmaz,İZMİR,640.13,5,2024-02-29 00:00:00,?
10474,,bursa,713.77,2,2024-02-29 03:00:00,Giyim
10475,Mehmet  Demir,Istanbul,1426.47,9,2024-02-29 06:00:00,Ev
10476, Fatma Şahin,istanbul,,3,2024-02-29 09:00:00,Elektronik
10477,ahmet yılmaz,Ankara,2168.12,5,2024-02-29 12:00:00,N/A
10478,AYŞE KAYA,İZMİR,3074.39,4,2024-02-29 15:00:00,Giyim
10479,Mehmet  Demir,bursa,3191.41,3,2024-02-29 18:00:00,Elektronik
10480, Fatma Şahin,Istanbul,2088.46,4,2024-02-29 21:00:00,?
10481,ahmet yılmaz,istanbul,2073.48,2,2024-03-01 00:00:00,?
10482,AYŞE KAYA,Ankara,1127.26,1,2024-03-01 03:00:00,?
10483,Mehmet  Demir,İZMİR,2962.12,3,2024-03-01 06:00:00,Elektronik
10484, Fatma Şahin,bursa,1619.35,2,2024-03-01 09:00:00,?
10485,ahmet yılmaz,Istanbul,228.5,4,2024-03-01 12:00:00,?
10486,AYŞE KAYA,istanbul,2121.08,8,2024-03-01 15:00:00,?
10487,Mehmet  Demir,Ankara,2396.96,2,2024-03-01 18:00:00,N/A
10488, Fatma Şahin,İZMİR,1166.68,1,2024-03-01 21:00:00,Giyim
10489,ahmet yılmaz,bursa,2883.67,1,2024-03-02 00:00:00,Giyim
10490,AYŞE KAYA,Istanbul,2850.57,5,2024-03-02 03:00:00,N/A
10491,Mehmet  Demir,istanbul,3524.91,3,2024-03-02 06:00:00,Ev
10492, Fatma Şahin,Ankara,3257.34,5,2024-03-02 09:00:00,Ev
10493,ahmet yılmaz,İZMİR,3279.54,1,2024-03-02 12:00:00,Giyim
10494,AYŞE KAYA,bursa,,3,2024-03-02 15:00:00,?
10495,Mehmet  Demir,Istanbul,3947.79,4,2024-03-02 18:00:00,?
10496,,istanbul,2768.26,4,2024-03-02 21:00:00,Elektronik
10497,ahmet yılmaz,Ankara,2185.52,5,2024-03-03 00:00:00,Ev
10498,AYŞE KAYA,İZMİR,3148.76,8,2024-03-03 03:00:00,N/A
10499,Mehmet  Demir,bursa,1835.25,5,2024-03-03 06:00:00,Giyim
10500, Fatma Şahin,Istanbul,2588.06,8,2024-03-03 09:00:00,Giyim
10050,ahmet yılmaz,istanbul,-999.0,1,,Ev
10100,AYŞE KAYA,Ankara,99999.0,1,,Giyim
