siparis_id,musteri_id,musteri_adi,cinsiyet,yas,sehir,ilce,urun_id,urun_adi,kategori,marka,fiyat,adet,indirim_orani,kargo_ucreti,odeme_tipi,siparis_durumu,tarih,teslim_tarihi,toplam_harcama,musteri_puani,sadakat_seviyesi,kampanya_kodu,urun_puani,yorum_sayisi
100247,208,Aru Duran,Erkek,37,Antalya,Kepez,5040,under armour koşu tişörtü,Spor & Outdoor,Under Armour,454.66,2,10,0.0,Kredi Kartı,Tamamlandı,03-09-2025 22:04:58,08-09-2025 13:04:58,818.39,3.7,Bronze,KARGOBEDAVA,4.7,94
100248,74,Balatekin Manço,Erkek,20,Mersin,Yenişehir,5039,Adidas Spor Çanta,Spor & Outdoor,Adidas,963.86,1,10,0.0,Kredi Kartı,Tamamlandı,26-01-2026 02:30:23,28-01-2026 14:30:23,867.47,3.3,Bronze,YAZ2026,4.0,7
100249,104,Işıman Akgündüz,Erkek,39,Bursa,Yıldırım,5043,Faber-Castell Boya Kalemi Seti,Kitap & Hobi,Faber-Castell,204.57,1,0,49.99,Dijital Cüzdan,Tamamlandı,27-11-2025 18:19:32,04-12-2025 21:19:32,-254.56,4.4,Bronze,SEPET50,3.7,205
100250,309,sabır ülker,Kadın,35,Bursa,Osmangazi,5057,Eti Crax Kraker 24lü Kutu,Süpermarket,Eti,215.64,2,5,49.99,Kredi Kartı,Tamamlandı,25-11-2025 15:37:04,28-11-2025 06:37:04,459.71,4.5,Silver,,4.6,53
100251,180,İde Korutürk,Kadın,37,Antalya,Kepez,5058,Torku Zeytinyağı 5L,Süpermarket,Torku,890.38,2,,,Kredi Kartı,Tamamlandı,25-01-2025 03:03:06,28-01-2025 22:03:06,1780.76,3.6,Bronze,,4.1,6
100252,132,Eflâtun Erdoğan,Erkek,18,İstanbul,Kadıköy,5036,Korkmaz Tencere Seti,Mutfak,Korkmaz,2774.79,,5,0.0,Kredi Kartı,İptal,24-07-2025 13:11:23,25-07-2025 17:11:23,5272.1,3.5,Gold,,,19
100253,130,Arkut Demirel,Erkek,38,Ankara,Etimesgut,5027,IKEA MALM Çalışma Masası,Ev & Yaşam,IKEA,3064.67,2,30,0.0,Kredi Kartı,Tamamlandı,18-12-2025 20:18:00,23-12-2025 01:18:00,4290.54,4.6,Silver,MAYIS25,4.3,39
100254,130,Arkut Demirel,,38,Kocaeli,Gebze,5049,Hot Wheels Araba Seti 10lu,Oyuncak,Hot Wheels,576.37,2,20,0.0,Havale/EFT,Tamamlandı,01-09-2025 05:53:26,02-09-2025 11:53:26,922.19,4.6,VIP,,,85
100255,282,zehranur şama,Kadın,43,Antalya,Kepez,5045,Huggies Islak Mendil 12li,anne & bebek,Huggies,256.77,1,,19.99,Kapıda Ödeme,Tamamlandı,05-02-2026 15:51:05,,251.08,3.9,Bronze,HOSGELDIN15,3.8,153
100256,312,Özyurt Hançer,Kadın,54,İstanbul,Ataşehir,5059,Pınar Süt 1L 12li Koli,Süpermarket,Pınar,318.91,2,5,19.99,Dijital Cüzdan,İptal,03/18/2026 17:59:57,22-03-2026 17:59:57,625.92,4.9,Bronze,SEPET50,4.7,128
100257,147,Safinaz Seven,Kadın,27,İstanbul,Kartal,5032,Karaca Tost Makinesi,Mutfak,Karaca,906.33,10000,0,0.0,Kredi Kartı,Tamamlandı,01-06-2024 05:43:56,02-06-2024 13:43:56,906.33,4.6,Gold,,4.2,171
100258,343,Mazlum Bilgin,Erkek,20,Ankara,Etimesgut,,Zara Oversize Ceket,Giyim,Zara,1210.65,2,0,0.0,Kredi Kartı,Tamamlandı,25-12-2025 21:13:26,29-12-2025 08:13:26,6191.22,4.5,Bronze,,6.2,20
100259,116,Tamaydın Şafak,Erkek,25,Antalya,Muratpaşa,5029,Madame Coco Halı,Ev & Yaşam,Madame Coco,2129.71,2,0,0.0,Kredi Kartı,Tamamlandı,14-08-2024 18:19:11,18-08-2024 04:19:11,4259.42,4.2,Bronze,,2.8,13
100260,132,Eflâtun Erdoğan,Erkek,18,Trabzon,Akçaabat,5044,Prima Bebek Bezi Jumbo Paket,Anne & Bebek,prima,366.42,1,5,29.99,Kapıda Ödeme,İade,00-13-2025 25:61:61,18-09-2025 16:46:27,378.09,3.5,Gold,,3.7,128
100261,35,Arifcan Türk,Erkek,37,Ankara,Keçiören,5043,Faber-Castell Boya Kalemi Seti,Kitap & Hobi,Faber-Castell,241.15,3,5,39.99,KREDI KARTI,Tamamlandı,25-02-2025 09:02:19,28-02-2025 11:02:19,727.27,3.7,Bronze,SEPET50,3.7,208
100262,39,Cevale Kısakürek,Kadın,34,Bursa,Osmangazi,5030,Bellona Yatak Örtüsü Seti,Ev & Yaşam,Bellona,825.55,1,10,0.0,Kredi Kartı,Tamamlandı,12-12-2024 18:10:04,19-12-2024 00:10:04,742.99,3.9,Bronze,INDIRIM10,4.3,-13
100263,106,Ağbegim Yüksel,Kadın,40,İstanbul,Şişli,5053,Guess Kadın Çanta,Aksesuar,Guess,3304.18,1,0,0.0,Dijital Cüzdan,Tamamlandı,11-04-2026 17:56:14,16-04-2026 17:56:14,3304.18,4.8,Platinum,,4.1,18
100264,22,Doğanşah İnönü,Erkek,32,Samsun,Atakum,5039,Adidas Spor Çanta,Spor & Outdoor,Adidas,826.17,4,20,0.0,Havale/EFT,Tamamlandı,05-12-2024 18:36:35,09-12-2024 06:36:35,2643.74,3.9,BRONZE, MAYIS25 ,4.0,9
100265,28,Aynilhayat Gül,Kadın,45,Bursa,Nilüfer,5030,Bellona Yatak Örtüsü Seti,Ev & Yaşam,Bellona,-1075.86,1,0,0.0,Kapıda Ödeme,Tamamlandı,12-09-2025 04:22:56,11-09-2025 04:22:56,1075.86,4.7,Bronze,,4.3,278
100266,7,Sancak Çorlu,Erkek,36,Konya,Meram,5037,,,Decathlon,1280.6,1,20,0.0,Kredi Kartı,Tamamlandı,03-03-2025 17:09:40,09-03-2025 03:09:40,1024.48,3.0,Silver,KARGOBEDAVA,4.5,12
100267,108,Beste Çorlu,Kadın,30,İzmir,Karşıyaka,5023,Maybelline Maskara,Kozmetik,Maybelline,-265.43,1,0,29.99,Dijital Cüzdan,Tamamlandı,11-09-2024 09:49:42,18-09-2024 16:49:42,295.42,4.6,Bronze,,4.4,6
100268,101,Abdiş Tevetoğlu,Erkek,37,İSTANBUL,Üsküdar,5030,Bellona Yatak Örtüsü Seti,Ev & Yaşam,Bellona,1022.27,1,5,0.0,Dijital Cüzdan,İptal,12-11-2025 19:26:30,16-11-2025 10:26:30,2439.26,4.4,Silver,MAYIS25,4.3,287
100269,25,Aytek Ergül,Erkek,37,Ankara,Keçiören,5003,"LG 55"" 4K Smart TV",Elektronik,LG,15969.6,5000,15,0.0,Kredi Kartı,tamamlandı,22-02-2025 13:08:32,26-02-2025 06:08:32,13574.16,3.0,Bronze,,3.9,247
100270,177,Tagangül Manço,Kadın,43,İstanbul,Beşiktaş,5022,Flormar Likit Fondöten,Kozmetik,Flormar,236.74,5,0,0.0,Havale/EFT,Tamamlandı,26-11-2024 10:21:44,29-11-2024 20:21:44,1183.7,4.0,Silver,,4.3,94
100271,378,İsmet Seven,Erkek,23,İzmir,Konak,5024,Nivea Nemlendirici Krem,Kozmetik,Nivea,132.96,1,-10,29.99,Havale/EFT,İade,06-08-2025 22:59:02,12-08-2025 16:59:02,129.71,5.0,Platinum,,4.4,28
100272,41,Nezize Aksu,Kadın,31,İstanbul,Şişli,5020,Greyder Klasik Erkek Ayakkabı,Ayakkabı,Greyder,-1090.13,1,0,0.0,Havale/EFT,Tamamlandı,30-08-2025 13:13:20,06-09-2025 07:13:20,1090.13,4.3,Bronze,,4.1,16
100273,212,Behiza Akgündüz,Kadın,31,İstanbul,Kadıköy,5008,LC Waikiki Kadın Triko Kazak,Giyim,LC Waikiki,395.55,2,25,0.0,Havale/EFT,Tamamlandı,31-11-2024 16:40:00,19-11-2024 17:27:21,593.33,4.7,Silver,KARGOBEDAVA,3.6,19
100274,28,Aynilhayat Gül,Kadın,45,İstanbul,Ataşehir,5033,Tefal Airfryer,Mutfak,Tefal,3494.5,1,0,0.0,Kredi Kartı,Tamamlandı,05-07-2025 11:15:49,07-07-2025 18:15:49,3494.5,4.7,Bronze,,3.1,64
100275,321,Uluman Bilir,Erkek,30,İstanbul,Pendik,5053,Guess Kadın Çanta,Aksesuar,Guess,2721.79,1,5,0.0,Dijital Cüzdan,İptal,22-09-2025 19:40:55,26-09-2025 12:40:55,2585.7,5.0,Silver,,4.1,18
100276,91,Yelesen Eraslan,Erkek,40,Antalya,Konyaaltı,5040,Under Armour Koşu Tişörtü,Spor & Outdoor,Under Armour,-637.23,4,5,0.0,Havale/EFT,tamamlandı,22-05-2025 17:32:11,28-05-2025 00:32:11,2421.47,3.6,Bronze,,4.7,92
100277,158,Müslum Yüksel,Erkek,48,Ankara,Yenimahalle,5009,Koton Erkek Slim Fit Kot Pantolon,Giyim,Koton,-491.07,1,15,29.99,Kredi Kartı,Tamamlandı,09-06-2024 17:54:38,01-06-2024 17:54:38,447.4,4.1,Gold,KARGOBEDAVA,5.0,6
100278,306,Koşukhan Sezer,Erkek,41,İstanbul,Kadıköy,5035,Fakir Robot Süpürge,Mutfak,Fakir,4135.19,1000,10,0.0,Kredi Kartı,Tamamlandı,24-03-2026 14:11:21,14-03-2026 14:11:21,3721.67,4.1,Silver,YAZ2026,4.7,44
100279,321,Uluman Bilir,Erkek,30,İstanbul,Kartal,5051,Fisher-Price Aktivite Masası,Oyuncak,Fisher-Price,-1246.96,1,10,0.0,Kredi Kartı,Tamamlandı,10-12-2024 02:29:33,12-12-2024 06:29:33,1122.26,5.0,Silver,SEPET50,3.7,12
100280,317,Özdoğdu Zengin,Erkek,32,İzmir,Çiğli,5031,Tarz Mobilya Sehpa,Ev & Yaşam,Tarz,1669.01,1,0,0.0,Kredi Kartı,Tamamlandı,13-09-2024 10:16:17,16-09-2024 14:16:17,1669.01,3.8,Bronze,,4.1,10
100281,120,Denizalp Demirel,Erkek,26,İstanbul,Kadıköy,5031,Tarz Mobilya Sehpa,Ev & Yaşam,Tarz,1695.47,1,15,0.0,Kredi Kartı,Tamamlandı,15-05-2026 01:09:19,18-05-2026 03:09:19,1441.15,4.6,Silver,,4.1,12
100282,29,Sevim Duran,Kadın,24,Ankara,Mamak,5004,Sony WH-1000XM4 Kulaklık,Elektronik,Sony,8195.02,1,20,0.0,Kredi Kartı,Tamamlandı,31-11-2024 16:40:00,21-06-2024 02:26:25,6556.02,3.9,Gold,KARGOBEDAVA,4.8,85
100283,378,İsmet Seven,Erkek,23,Kocaeli,İzmit,5029,Madame Coco Halı,Ev & Yaşam,Madame Coco,1935.32,1,10,0.0,Kredi Kartı,Tamamlandı,16-04-2025 11:45:44,19-04-2025 07:45:44,1741.79,5.0,Platinum,,2.8,13
100284,267,Bozerk Çetin,Erkek,33,İstanbul,Beylikdüzü,5040,Under Armour Koşu Tişörtü,,Under Armour,524.7,1,0,29.99,Dijital Cüzdan,Tamamlandı,19-08-2025 11:48:54,20-08-2025 16:48:54,554.69,3.4,Silver,,4.7,94
100285,62,Ticen Gülen,KADIN,49,Ankara,Keçiören,5000,Samsung Galaxy A54 128GB,Elektronik,Samsung,21844.17,2,10,0.0,Havale/EFT,Tamamlandı,31-08-2024 09:03:20,29-08-2024 09:03:20,39319.51,3.3,Gold,MAYIS25,3.6,39
100286,321,Uluman Bilir,Erkek,30,İstanbul,Maltepe,5041,Can Yayınları Roman Seti,Kitap & Hobi,Can Yayınları,-230.78,2,-20,49.99,Kredi Kartı,İade,23-03-2026 12:38:43,28-03-2026 11:38:43,919.32,5.0,Silver,SEPET50,3.6,26
100287,184,Nevsal Zorlu,Erkek,36,Gaziantep,Şahinbey,5057,Eti Crax Kraker 24lü Kutu,Süpermarket,Eti,152.76,2,10,49.99,Kredi Kartı,Tamamlandı,23-05-2025 11:47:05,30-05-2025 01:47:05,324.96,4.1,Bronze,MAYIS25,4.6,55
100288,83,Yertan Demir,Erkek,44,İstanbul,Üsküdar,5028,English Home Nevresim Takımı,Ev & Yaşam,English Home,703.49,1,5,19.99,Kapıda Ödeme,Tamamlandı,32-01-2025 12:00:00,12-12-2024 11:40:53,688.31,4.3,Bronze,,4.0,55
100289,165,Çağdan Akdeniz,Erkek,40,Gaziantep,Şahinbey,5012,Zara Oversize Ceket,Giyim,Zara,1214.44,1,10,0.0,Havale/EFT,Tamamlandı,19-03-2026 11:43:28,20-03-2026 14:43:28,1093.0,4.5,Bronze,,8,17
100290,23,Halidun Sakarya,Erkek,18,Eskişehir,Odunpazarı,5011,DeFacto Basic Tişört,Giyim,DeFacto,207.35,1,5,19.99,Kredi Kartı,Tamamlandı,03-07-2025 23:57:15,08-07-2025 15:57:15,216.97,3.7,Gold,,3.6,24
100291,132,Eflâtun Erdoğan,Erkek,18,İstanbul,Şişli,5038,Nike Pro Antrenman Tayt,Spor & Outdoor,Nike,815.35,1,20,0.0,Havale/EFT,İade,21-08-2024 17:02:29,27-08-2024 18:02:29,652.28,3.5,Gold,SEPET50,4.0,15
100292,189,Behiza Tevetoğlu,KADIN,43,Mersin,Yenişehir,5052,Pierre Cardin Cüzdan,Aksesuar,Pierre Cardin,635.08,2,15,0.0,Kapıda Ödeme,Tamamlandı,08-01-2025 18:54:49,09-01-2025 21:54:49,1079.64,4.2,Silver,,5.0,104
100293,198,Razı Hayrioğlu,Erkek,46,İstanbul,Pendik,5042,İş Bankası Kültür Yayınları Klasik Set,Kitap & Hobi,İş Bankası Kültür Yayınları,362.19,2,0,49.99,Havale/EFT,Tamamlandı,32-01-2025 12:00:00,19-01-2026 03:01:58,774.37,3.8,Bronze,,4.1,4
100294,54,Alpin Bilgin,Erkek,54,İstanbul,Üsküdar,5035,Fakir Robot Süpürge,Mutfak,Fakir,4182.65,1,0,0.0,Dijital Cüzdan,Tamamlandı,27-05-2025 11:28:27,01-06-2025 21:28:27,4182.65,4.2,Silver,,4.7,44
100295,325,,KADIN,31,İzmir,Karşıyaka,5038,Nike Pro Antrenman Tayt,Spor & Outdoor,Nike,672.22,2,5,0.0,havale/eft,Tamamlandı,04-06-2025 16:28:17,09-06-2025 04:28:17,1277.22,4.5,Silver,YAZ2026,4.0,13
100296,306,Koşukhan Sezer,Erkek,41,İstanbul,Üsküdar,5056,Ülker Albeni 12li Paket,Süpermarket,Ülker,69.06,1,0,39.99,Kredi Kartı,İptal,08-05-2026 10:02:50,14-05-2026 02:02:50,109.05,4.1,Silver,,4.2,57
100297,,Risalet Eraslan,Erkek,20,İstanbul,Beylikdüzü,5022,Flormar Likit Fondöten,Kozmetik,Flormar,165.61,1000,20,29.99,Kredi Kartı,İPTAL,31-06-2025 11:11:11,08-09-2024 14:46:14,162.48,4.5,Bronze,,4.3,88
100298,371,Hanim Kısakürek,Kadın,18,Ankara,Mamak,5011,DeFacto Basic Tişört,Giyim,DeFacto,168.83,4,10,19.99,Havale/EFT,Tamamlandı,19-06-2026 20:58:54,23-06-2026 22:58:54,627.78,3.3,Bronze,,3.6,20
100299,179,Duracan Yorulmaz,Erkek,33,Trabzon,Akçaabat,5026,Bioderma Sensibio Micellar Su,Kozmetik,Bioderma,411.63,1,15,19.99,Havale/EFT,Tamamlandı,26-07-2024 11:05:48,31-07-2024 12:05:48,369.88,3.9,Gold,MAYIS25,4.6,170
100300,168,Noman Bilir,Erkek,44,Bursa,Osmangazi,,Koton Erkek Slim Fit Kot Pantolon,Giyim,Koton,415.16,2,5,0.0,Kredi Kartı,Tamamlandı,30-10-2025 03:16:47,01-11-2025 16:16:47,788.8,4.0,Bronze,KARGOBEDAVA,5.0,4
100301,68,İlklima Şafak,Kadın,23,Ankara,Mamak,5036,Korkmaz Tencere Seti,Mutfak,Korkmaz,3019.85,2,0,0.0,Kredi Kartı,Tamamlandı,16-05-2026 04:44:48,23-05-2026 08:44:48,6039.7,5.0,Bronze,,4.0,13
100302,250,Akçabay Akçay,Erkek,24,Ankara,Etimesgut,5012,Zara Oversize Ceket,Giyim,Zara,1236.7,5,5,0.0,Kredi Kartı,Tamamlandı,15-08-2025 11:46:30,22-08-2025 05:46:30,5874.32,3.3,Bronze,SEPET50,4.4,22
100303,217,Menişan Mansız,Kadın,31,Ankara,Keçiören,5020,Greyder Klasik Erkek Ayakkabı,Ayakkabı,Greyder,1106.71,2,15,0.0,Kredi Kartı,Tamamlandı,27-08-2025 22:41:21,30-08-2025 12:41:21,1881.41,4.5,Bronze,INDIRIM10,4.1,12
100304,351,Ruhsat Durmuş,Erkek,28,Ankara,Çankaya,5007,Casper Excalibur Oyuncu Bilgisayarı,Elektronik,Casper,33135.4,1,10,0.0,Kredi Kartı,İptal,22-03-2025 00:30:00,25-03-2025 22:30:00,29821.86,4.7,Silver,,5.0,79
100305,231,Ayçan Çorlu,Kadın,55,İzmir,Karşıyaka,5013,Pull&Bear Kapüşonlu Sweatshirt,Giyim,Pull&Bear,722.0,1,5,39.99,Kredi Kartı,Tamamlandı,23-10-2024 00:40:10,27-10-2024 18:40:10,725.89,4.1,Bronze,,4.7,18
100306,23,Halidun Sakarya,Erkek,18,İSTANBUL,Kadıköy,5018,Skechers Yürüyüş Ayakkabısı,Ayakkabı,Skechers,1960.56,2,0,0.0,Kredi Kartı,İade,08-08-2024 14:09:00,14-08-2024 22:09:00,3921.12,3.7,Gold,,3.9,34
100307,185,,Erkek,35,Samsun,İlkadım,5018,Skechers Yürüyüş Ayakkabısı,Ayakkabı,Skechers,2493.93,2,-20,0.0,Kredi Kartı,İade,10-09-2024 11:29:07,15-09-2024 06:29:07,4987.86,3.6,Bronze,,3.9,26
100308,102,,Erkek,45,Bursa,Nilüfer,5035,Fakir Robot Süpürge,Mutfak,Fakir,5074.79,1,0,0.0,Kredi Kartı,Tamamlandı,08-07-2025 05:42:58,09-07-2025 16:42:58,13854.21,4.7,Bronze,,4.7,43
100309,321,Uluman Bilir,Erkek,30,Ankara,Etimesgut,5017,Puma Smash V2,Ayakkabı,Puma,2068.33,2,20,0.0,Kapıda Ödeme,İptal,01-07-2024 20:12:17,05-07-2024 03:12:17,6063.24,5.0,Silver,KARGOBEDAVA,3.8,38
100310,71,Eriş Zorlu,Kadın,36,İstanbul,Ataşehir,5033,Tefal Airfryer,Mutfak,Tefal,3748.79,2,10,0.0,Kredi Kartı,Tamamlandı,04-11-2024 15:31:37,08-11-2024 10:31:37,6747.82,4.9,Gold,MAYIS25,3.1,59
100311,106,Ağbegim Yüksel,Kadın,40,Adana,Seyhan,5055,Casio Dijital Kol Saati,Aksesuar,Casio,982.87,2,20,0.0,Dijital Cüzdan,Tamamlandı,27-10-2024 23:53:33,02-11-2024 04:53:33,1572.59,4.8,Platinum,mayis25,3.0,49
100312,369,Zeride Çorlu,Kadın,36,İstanbul,Maltepe,5053,Guess Kadın Çanta,Aksesuar,Guess,3643.53,2,-20,0.0,kapıda ödeme,Tamamlandı,27-07-2025 11:02:40,01-08-2025 10:02:40,16356.53,4.7,Platinum,,4.1,20
100313,379,Oluş Akçay,Kadın,39,Ankara,Keçiören,5006,Huawei MatePad 11 Tablet,Elektronik,Huawei,9434.1,-3,30,0.0,Havale/EFT,Tamamlandı,18-02-2026 08:24:26,23-02-2026 15:24:26,6603.87,4.2,Gold,YAZ2026,4.0,32
100314,41,Nezize Aksu,Kadın,31,Konya,Meram,5008,LC Waikiki Kadın Triko Kazak,Giyim,LC Waikiki,350.46,2,10,39.99,Kredi Kartı,Tamamlandı,29-09-2025 05:00:24,01-10-2025 11:00:24,670.82,4.3,Bronze,KARGOBEDAVA,3.6,11
100315,139,Yigit İhsanoğlu,Erkek,36,Kocaeli,İzmit,5047,Mamas & Papas Bebek Bavulu,Anne & Bebek,Mamas & Papas,2337.07,1,0,0.0,Kredi Kartı,İade,24-08-2025 22:27:59,29-08-2025 20:27:59,2337.07,3.7,Bronze,KARGOBEDAVA,3.7,9
100316,,Risalet Yılmaz,Erkek,51,İzmir,Konak,5038,Nike Pro Antrenman Tayt,Spor & Outdoor,Nike,820.6,1,0,0.0,Havale/EFT,Tamamlandı,30-01-2026 19:31:15,05-02-2026 15:31:15,820.6,3.3,Silver,,4.0,9
100317,267,Bozerk Çetin,Erkek,33,İstanbul,Beylikdüzü,5052,Pierre Cardin Cüzdan,Aksesuar,Pierre Cardin,713.33,4,,0.0,Kredi Kartı,İade,11-07-2024 20:18:18,16-07-2024 12:18:18,2853.32,3.4,,,5.0,96
100318,98,Karaer İnönü,ERKEK,35,Ankara,Mamak,5056,Ülker Albeni 12li Paket,Süpermarket,Ülker,69.14,3,5,49.99,Kredi Kartı,İptal,08-05-2026 18:49:20,11-05-2026 08:49:20,247.04,4.3,Silver,,4.2,55
100319,47,Saba Gül,Erkek,26,Gaziantep,Şehitkamil,5011,DeFacto Basic Tişört,Giyim,DeFacto,197.87,4,10,0.0,Kredi Kartı,Tamamlandı,05-09-2025 00:54:25,07-09-2025 14:54:25,712.33,3.9,Gold,,3.6,18
100320,233,İnançlı Aslan,Erkek,32,İSTANBUL,Maltepe,5044,Prima Bebek Bezi Jumbo Paket,Anne & Bebek,Prima,397.29,-3,0,0.0,Havale/EFT,Tamamlandı,25-05-2026 16:21:43,01-06-2026 03:21:43,794.58,4.0,Bronze,SEPET50,3.7,500000
100321,373,Günar Erdoğan,Kadın,39,Mersin,Yenişehir,5024,Nivea Nemlendirici Krem,Kozmetik,Nivea,128.52,1,0,39.99,Havale/EFT,Tamamlandı,01-11-2024 05:54:09,08-11-2024 09:54:09,168.51,3.7,Silver,SEPET50,4.4,27
100322,215,METINKAYA KARADENIZ,Erkek,45,Ankara,Mamak,5018,Skechers Yürüyüş Ayakkabısı,Ayakkabı,Skechers,2301.16,1,0,0.0,Kredi Kartı,Tamamlandı,15-02-2025 00:26:40,19-02-2025 15:26:40,2301.16,7,Gold,,3.9,32
100323,3,Evcimen Yüksel,Erkek,31,Antalya,Konyaaltı,5015,Nike Air Max 270,Ayakkabı,Nike,3781.94,2,5,0.0,Kredi Kartı,Tamamlandı,07-06-2024 08:54:35,12-06-2024 16:54:35,7185.69,4.0,Gold,,2.9,4
100324,107,Semender Akça,Erkek,44,İstanbul,Üsküdar,5003,"LG 55"" 4K Smart TV",Elektronik,LG,17939.75,1,20,0.0,Havale/EFT,İptal,,03-04-2025 13:03:19,,4.5,Bronze, INDIRIM10 ,3.9,245
100325,345,Verde Ertaş,Kadın,41,Ankara,Etimesgut,5036,Korkmaz Tencere Seti,Mutfak,Korkmaz,3066.04,1,5,0.0,Havale/EFT,İade,04-09-2024 10:53:49,07-09-2024 21:53:49,2912.74,4.4,Silver,,4.0,11
100326,219,Risalet Yılmaz,Erkek,51,Samsun,İlkadım,5018,Skechers Yürüyüş Ayakkabısı,Ayakkabı,Skechers,2176.65,1,20,0.0,Kredi Kartı,Tamamlandı,01-01-2025 07:36:40,06-01-2025 08:36:40,1741.32,3.3,Silver,SEPET50,3.9,34
100327,271,Demiryürek Alemdar,Erkek,7,Kocaeli,Gebze,5046,Chicco Bebek Arabası,Anne & Bebek,Chicco,5877.31,4,30,0.0,Kredi Kartı,Tamamlandı,21-04-2025 09:27:14,12-04-2025 09:27:14,16456.47,3.4,Platinum,,4.2,316
100328,67,Kandef Korutürk,Kadın,22,Antalya,Konyaaltı,5033,Tefal Airfryer,Mutfak,Tefal,3447.94,1,15,0.0,Kapıda Ödeme,Tamamlandı,25-03-2025 07:02:49,26-03-2025 10:02:49,2930.75,4.4,Gold,SEPET50,3.1,58
100329,378,İsmet Seven,Erkek,23,Samsun,Atakum,5026,Bioderma Sensibio Micellar Su,Kozmetik,Bioderma,305.46,1,15,29.99,Kredi Kartı,Tamamlandı,16-03-2025 09:15:47,23-03-2025 11:15:47,289.63,5.0,Platinum,MAYIS25,4.6,176
100330,166,Havali Aksu,Kadın,33,Kayseri,Melikgazi,5043,Faber-Castell Boya Kalemi Seti,Kitap & Hobi,Faber-Castell,193.33,1,10,19.99,Kapıda Ödeme,Tamamlandı,13-05-2025 17:26:37,17-05-2025 18:26:37,193.99,3.6,Gold,,3.7,210
100331,80,Risalet Eraslan,Erkek,20,Adana,Çukurova,5029,Madame Coco Halı,Ev & Yaşam,Madame Coco,1983.99,1,15,0.0,Kapıda Ödeme,Tamamlandı,13-06-2026 11:29:13,19-06-2026 04:29:13,1686.39,4.5,Bronze,MAYIS25,2.8,15
100598,170,Altoğan Aksu,Erkek,38,Mersin,Toroslar,5004,Sony WH-1000XM4 Kulaklık,Elektronik,Sony,9133.15,1,0,0.0,Dijital Cüzdan,Tamamlandı,17-11-2024 20:47:19,23-11-2024 08:47:19,9133.15,3.8,,YAZ2026,4.8,86
100333,362,Över Fırat,Erkek,19,Samsun,İlkadım,5017,Puma Smash V2,Ayakkabı,Puma,1789.71,1,0,0.0,Kredi Kartı,İade,,12-01-2025 00:07:05,1789.71,4.5,Bronze,YAZ2026,3.8,31
100334,48,Ercihan Aksu,Erkek,29,İzmir,Konak,5051,FISHER-PRICE AKTIVITE MASASI,OYUNCAK,Fisher-Price,1141.33,2,0,0.0,Dijital Cüzdan,Tamamlandı,19-11-2025 11:17:59,26-11-2025 21:17:59,2282.66,3.2,Bronze,YAZ2026,3.7,13
100335,347,Erenalp Çamurcuoğlu,Erkek,22,Kocaeli,İzmit,5046,Chicco Bebek Arabası,Anne & Bebek,Chicco,110315.58,1,20,0.0,Kredi Kartı,Tamamlandı,16-07-2024 21:38:14,23-07-2024 23:38:14,3658.49,4.5,Bronze,YAZ2026,,312
100336,267,Bozerk Çetin,Erkek,33,Kayseri,Kocasinan,5001,Apple iPhone 13 128GB,Elektronik,Apple,39620.48,1,20,0.0,Kredi Kartı,Tamamlandı,11-03-2025 19:22:46,15-03-2025 09:22:46,31696.38,3.4,Silver,,4.1,500000
100337,77,Şahdiye Erdoğan,Kadın,26,İstanbul,Beşiktaş,5000,Samsung Galaxy A54 128GB,Elektronik,Samsung,21791.49,2,0,0.0,Kredi Kartı,Tamamlandı,05-03-2025 05:09:14,11-03-2025 14:09:14,43582.98,4.2,Platinum,,3.6,36
100338,37,Maksüde Çorlu,Kadın,33,,Yenimahalle,5034,Arzum Çay Makinesi,Mutfak,Arzum,1121.82,1,5,0.0,Havale/EFT,Tamamlandı,26-07-2024 03:08:07,30-07-2024 15:08:07,1065.73,,Bronze,MAYIS25,3.2,60
100339,323,Ganiye Ülker,Kadın,31,Eskişehir,Tepebaşı,5039,Adidas Spor Çanta,Spor & Outdoor,Adidas,842.25,1,0,0.0,Kapıda Ödeme,İptal,20-08-2024 16:57:19,25-08-2024 20:57:19,842.25,3.9,Bronze,SEPET50,4.0,14
100340,50,Kitan İhsanoğlu,Kadın,34,İzmir,Buca,5030,Bellona Yatak Örtüsü Seti,Ev & Yaşam,Bellona,792.68,1,20,0.0,,İptal,,10-07-2025 16:40:32,634.14,4.0,Silver,,4.3,278
100341,34,Dalkılıç Demirel,Erkek,33,İzmir,,5030,Bellona Yatak Örtüsü Seti,Ev & Yaşam,Bellona,884.5,1,15,0.0,Havale/EFT,Tamamlandı,14-09-2024 14:46:14,22-09-2024 12:46:14,751.83,4.7,Silver,,4.3,283
100342,285,İhsan Eraslan,Kadın,18,Adana,Çukurova,5034,Arzum Çay Makinesi,Mutfak,Arzum,1130.49,2,0,0.0,Kredi Kartı,Tamamlandı,07-10-2025 13:58:27,08-10-2025 23:58:27,2260.98,3.9,Silver,SEPET50,3.2,60
100343,221,Cuheyna Akça,Kadın,38,Mersin,Toroslar,5036,Korkmaz Tencere Seti,Mutfak,Korkmaz,3066.06,2,0,0.0,Havale/EFT,Tamamlandı,30-05-2026 20:54:20,07-06-2026 11:54:20,6132.12,4.1,Platinum,MAYIS25,4.0,17
